geo,nrg_cons,tax,period,year,semester,price_eur_per_kwh
DE,MWH20-499,X_VAT,2010-S1,2010,S1,0.1309
DE,MWH20-499,X_VAT,2010-S2,2010,S2,0.1388
DE,MWH20-499,X_VAT,2011-S1,2011,S1,0.1448
DE,MWH20-499,X_VAT,2011-S2,2011,S2,0.1451
DE,MWH20-499,X_VAT,2012-S1,2012,S1,0.1486
DE,MWH20-499,X_VAT,2012-S2,2012,S2,0.15
DE,MWH20-499,X_VAT,2013-S1,2013,S1,0.165
DE,MWH20-499,X_VAT,2013-S2,2013,S2,0.1682
DE,MWH20-499,X_VAT,2014-S1,2014,S1,0.187
DE,MWH20-499,X_VAT,2014-S2,2014,S2,0.1781
DE,MWH20-499,X_VAT,2015-S1,2015,S1,0.1759
DE,MWH20-499,X_VAT,2015-S2,2015,S2,0.1717
DE,MWH20-499,X_VAT,2016-S1,2016,S1,0.1745
DE,MWH20-499,X_VAT,2016-S2,2016,S2,0.1723
DE,MWH20-499,X_VAT,2017-S1,2017,S1,0.1783
DE,MWH20-499,X_VAT,2017-S2,2017,S2,0.1761
DE,MWH20-499,X_VAT,2018-S1,2018,S1,0.1721
DE,MWH20-499,X_VAT,2018-S2,2018,S2,0.1742
DE,MWH20-499,X_VAT,2019-S1,2019,S1,0.1777
DE,MWH20-499,X_VAT,2019-S2,2019,S2,0.1863
DE,MWH20-499,X_VAT,2020-S1,2020,S1,0.2012
DE,MWH20-499,X_VAT,2020-S2,2020,S2,0.2036
DE,MWH20-499,X_VAT,2021-S1,2021,S1,0.2043
DE,MWH20-499,X_VAT,2021-S2,2021,S2,0.2073
DE,MWH20-499,X_VAT,2022-S1,2022,S1,0.2316
DE,MWH20-499,X_VAT,2022-S2,2022,S2,0.2242
DE,MWH20-499,X_VAT,2023-S1,2023,S1,0.2476
DE,MWH20-499,X_VAT,2023-S2,2023,S2,0.248
DE,MWH20-499,X_VAT,2024-S1,2024,S1,0.2723
DE,MWH20-499,X_VAT,2024-S2,2024,S2,0.2714
DE,MWH20-499,X_VAT,2025-S1,2025,S1,0.2636
DE,MWH20-499,X_VAT,2025-S2,2025,S2,0.2618
DE,MWH2000-19999,I_TAX,2007-S1,2007,S1,0.1152
DE,MWH2000-19999,I_TAX,2007-S2,2007,S2,0.121
DE,MWH2000-19999,I_TAX,2008-S1,2008,S1,0.1286
DE,MWH2000-19999,I_TAX,2008-S2,2008,S2,0.1277
DE,MWH2000-19999,I_TAX,2009-S1,2009,S1,0.1341
DE,MWH2000-19999,I_TAX,2009-S2,2009,S2,0.1356
DE,MWH2000-19999,I_TAX,2010-S1,2010,S1,0.1346
DE,MWH2000-19999,I_TAX,2010-S2,2010,S2,0.1405
DE,MWH2000-19999,I_TAX,2011-S1,2011,S1,0.1517
DE,MWH2000-19999,I_TAX,2011-S2,2011,S2,0.1539
DE,MWH2000-19999,I_TAX,2012-S1,2012,S1,0.1546
DE,MWH2000-19999,I_TAX,2012-S2,2012,S2,0.1574
DE,MWH2000-19999,I_TAX,2013-S1,2013,S1,0.1704
DE,MWH2000-19999,I_TAX,2013-S2,2013,S2,0.1689
DE,MWH2000-19999,I_TAX,2014-S1,2014,S1,0.1821
DE,MWH2000-19999,I_TAX,2014-S2,2014,S2,0.1761
DE,MWH2000-19999,I_TAX,2015-S1,2015,S1,0.1749
DE,MWH2000-19999,I_TAX,2015-S2,2015,S2,0.173
DE,MWH2000-19999,I_TAX,2016-S1,2016,S1,0.1712
DE,MWH2000-19999,I_TAX,2016-S2,2016,S2,0.1685
DE,MWH2000-19999,I_TAX,2017-S1,2017,S1,0.1692
DE,MWH2000-19999,I_TAX,2017-S2,2017,S2,0.1694
DE,MWH2000-19999,I_TAX,2018-S1,2018,S1,0.1635
DE,MWH2000-19999,I_TAX,2018-S2,2018,S2,0.1663
DE,MWH2000-19999,I_TAX,2019-S1,2019,S1,0.1742
DE,MWH2000-19999,I_TAX,2019-S2,2019,S2,0.1781
DE,MWH2000-19999,I_TAX,2020-S1,2020,S1,0.1918
DE,MWH2000-19999,I_TAX,2020-S2,2020,S2,0.1904
DE,MWH2000-19999,I_TAX,2021-S1,2021,S1,0.1908
DE,MWH2000-19999,I_TAX,2021-S2,2021,S2,0.2077
DE,MWH2000-19999,I_TAX,2022-S1,2022,S1,0.2415
DE,MWH2000-19999,I_TAX,2022-S2,2022,S2,0.2439
DE,MWH2000-19999,I_TAX,2023-S1,2023,S1,0.2564
DE,MWH2000-19999,I_TAX,2023-S2,2023,S2,0.2518
DE,MWH2000-19999,I_TAX,2024-S1,2024,S1,0.2482
DE,MWH2000-19999,I_TAX,2024-S2,2024,S2,0.2552
DE,MWH2000-19999,I_TAX,2025-S1,2025,S1,0.2378
DE,MWH2000-19999,I_TAX,2025-S2,2025,S2,0.2369
DE,MWH2000-19999,X_TAX,2007-S1,2007,S1,0.0741
DE,MWH2000-19999,X_TAX,2007-S2,2007,S2,0.0776
DE,MWH2000-19999,X_TAX,2008-S1,2008,S1,0.0839
DE,MWH2000-19999,X_TAX,2008-S2,2008,S2,0.0831
DE,MWH2000-19999,X_TAX,2009-S1,2009,S1,0.0843
DE,MWH2000-19999,X_TAX,2009-S2,2009,S2,0.0833
DE,MWH2000-19999,X_TAX,2010-S1,2010,S1,0.08
DE,MWH2000-19999,X_TAX,2010-S2,2010,S2,0.079
DE,MWH2000-19999,X_TAX,2011-S1,2011,S1,0.0791
DE,MWH2000-19999,X_TAX,2011-S2,2011,S2,0.0804
DE,MWH2000-19999,X_TAX,2012-S1,2012,S1,0.0786
DE,MWH2000-19999,X_TAX,2012-S2,2012,S2,0.077
DE,MWH2000-19999,X_TAX,2013-S1,2013,S1,0.0756
DE,MWH2000-19999,X_TAX,2013-S2,2013,S2,0.0794
DE,MWH2000-19999,X_TAX,2014-S1,2014,S1,0.072
DE,MWH2000-19999,X_TAX,2014-S2,2014,S2,0.0714
DE,MWH2000-19999,X_TAX,2015-S1,2015,S1,0.0686
DE,MWH2000-19999,X_TAX,2015-S2,2015,S2,0.0705
DE,MWH2000-19999,X_TAX,2016-S1,2016,S1,0.0671
DE,MWH2000-19999,X_TAX,2016-S2,2016,S2,0.0677
DE,MWH2000-19999,X_TAX,2017-S1,2017,S1,0.0628
DE,MWH2000-19999,X_TAX,2017-S2,2017,S2,0.0645
DE,MWH2000-19999,X_TAX,2018-S1,2018,S1,0.0621
DE,MWH2000-19999,X_TAX,2018-S2,2018,S2,0.065
DE,MWH2000-19999,X_TAX,2019-S1,2019,S1,0.0717
DE,MWH2000-19999,X_TAX,2019-S2,2019,S2,0.0623
DE,MWH2000-19999,X_TAX,2020-S1,2020,S1,0.0706
DE,MWH2000-19999,X_TAX,2020-S2,2020,S2,0.0731
DE,MWH2000-19999,X_TAX,2021-S1,2021,S1,0.0734
DE,MWH2000-19999,X_TAX,2021-S2,2021,S2,0.0897
DE,MWH2000-19999,X_TAX,2022-S1,2022,S1,0.144
DE,MWH2000-19999,X_TAX,2022-S2,2022,S2,0.173
DE,MWH2000-19999,X_TAX,2023-S1,2023,S1,0.1814
DE,MWH2000-19999,X_TAX,2023-S2,2023,S2,0.1781
DE,MWH2000-19999,X_TAX,2024-S1,2024,S1,0.1748
DE,MWH2000-19999,X_TAX,2024-S2,2024,S2,0.181
DE,MWH2000-19999,X_TAX,2025-S1,2025,S1,0.1598
DE,MWH2000-19999,X_TAX,2025-S2,2025,S2,0.1613
DE,MWH2000-19999,X_VAT,2007-S1,2007,S1,0.0838
DE,MWH2000-19999,X_VAT,2007-S2,2007,S2,0.0902
DE,MWH2000-19999,X_VAT,2008-S1,2008,S1,0.0959
DE,MWH2000-19999,X_VAT,2008-S2,2008,S2,0.0957
DE,MWH2000-19999,X_VAT,2009-S1,2009,S1,0.1002
DE,MWH2000-19999,X_VAT,2009-S2,2009,S2,0.1007
DE,MWH2000-19999,X_VAT,2010-S1,2010,S1,0.0993
DE,MWH2000-19999,X_VAT,2010-S2,2010,S2,0.1058
DE,MWH2000-19999,X_VAT,2011-S1,2011,S1,0.1121
DE,MWH2000-19999,X_VAT,2011-S2,2011,S2,0.1139
DE,MWH2000-19999,X_VAT,2012-S1,2012,S1,0.1145
DE,MWH2000-19999,X_VAT,2012-S2,2012,S2,0.1169
DE,MWH2000-19999,X_VAT,2013-S1,2013,S1,0.1278
DE,MWH2000-19999,X_VAT,2013-S2,2013,S2,0.1273
DE,MWH2000-19999,X_VAT,2014-S1,2014,S1,0.1376
DE,MWH2000-19999,X_VAT,2014-S2,2014,S2,0.1326
DE,MWH2000-19999,X_VAT,2015-S1,2015,S1,0.1316
DE,MWH2000-19999,X_VAT,2015-S2,2015,S2,0.13
DE,MWH2000-19999,X_VAT,2016-S1,2016,S1,0.1285
DE,MWH2000-19999,X_VAT,2016-S2,2016,S2,0.1262
DE,MWH2000-19999,X_VAT,2017-S1,2017,S1,0.1268
DE,MWH2000-19999,X_VAT,2017-S2,2017,S2,0.127
DE,MWH2000-19999,X_VAT,2018-S1,2018,S1,0.122
DE,MWH2000-19999,X_VAT,2018-S2,2018,S2,0.1244
DE,MWH2000-19999,X_VAT,2019-S1,2019,S1,0.131
DE,MWH2000-19999,X_VAT,2019-S2,2019,S2,0.1361
DE,MWH2000-19999,X_VAT,2020-S1,2020,S1,0.1509
DE,MWH2000-19999,X_VAT,2020-S2,2020,S2,0.1534
DE,MWH2000-19999,X_VAT,2021-S1,2021,S1,0.1501
DE,MWH2000-19999,X_VAT,2021-S2,2021,S2,0.1642
DE,MWH2000-19999,X_VAT,2022-S1,2022,S1,0.1928
DE,MWH2000-19999,X_VAT,2022-S2,2022,S2,0.1949
DE,MWH2000-19999,X_VAT,2023-S1,2023,S1,0.2055
DE,MWH2000-19999,X_VAT,2023-S2,2023,S2,0.2017
DE,MWH2000-19999,X_VAT,2024-S1,2024,S1,0.2017
DE,MWH2000-19999,X_VAT,2024-S2,2024,S2,0.2076
DE,MWH2000-19999,X_VAT,2025-S1,2025,S1,0.1932
DE,MWH2000-19999,X_VAT,2025-S2,2025,S2,0.1922
DE,MWH20000-69999,I_TAX,2007-S1,2007,S1,0.1032
DE,MWH20000-69999,I_TAX,2007-S2,2007,S2,0.1084
DE,MWH20000-69999,I_TAX,2008-S1,2008,S1,0.1217
DE,MWH20000-69999,I_TAX,2008-S2,2008,S2,0.117
DE,MWH20000-69999,I_TAX,2009-S1,2009,S1,0.1249
DE,MWH20000-69999,I_TAX,2009-S2,2009,S2,0.1217
DE,MWH20000-69999,I_TAX,2010-S1,2010,S1,0.1205
DE,MWH20000-69999,I_TAX,2010-S2,2010,S2,0.1285
DE,MWH20000-69999,I_TAX,2011-S1,2011,S1,0.1376
DE,MWH20000-69999,I_TAX,2011-S2,2011,S2,0.1482
DE,MWH20000-69999,I_TAX,2012-S1,2012,S1,0.1421
DE,MWH20000-69999,I_TAX,2012-S2,2012,S2,0.1432
DE,MWH20000-69999,I_TAX,2013-S1,2013,S1,0.152
DE,MWH20000-69999,I_TAX,2013-S2,2013,S2,0.1514
DE,MWH20000-69999,I_TAX,2014-S1,2014,S1,0.1561
DE,MWH20000-69999,I_TAX,2014-S2,2014,S2,0.1512
DE,MWH20000-69999,I_TAX,2015-S1,2015,S1,0.1505
DE,MWH20000-69999,I_TAX,2015-S2,2015,S2,0.152
DE,MWH20000-69999,I_TAX,2016-S1,2016,S1,0.1398
DE,MWH20000-69999,I_TAX,2016-S2,2016,S2,0.1331
DE,MWH20000-69999,I_TAX,2017-S1,2017,S1,0.134
DE,MWH20000-69999,I_TAX,2017-S2,2017,S2,0.1238
DE,MWH20000-69999,I_TAX,2018-S1,2018,S1,0.1206
DE,MWH20000-69999,I_TAX,2018-S2,2018,S2,0.1229
DE,MWH20000-69999,I_TAX,2019-S1,2019,S1,0.1259
DE,MWH20000-69999,I_TAX,2019-S2,2019,S2,0.1479
DE,MWH20000-69999,I_TAX,2020-S1,2020,S1,0.1591
DE,MWH20000-69999,I_TAX,2020-S2,2020,S2,0.1628
DE,MWH20000-69999,I_TAX,2021-S1,2021,S1,0.1661
DE,MWH20000-69999,I_TAX,2021-S2,2021,S2,0.1759
DE,MWH20000-69999,I_TAX,2022-S1,2022,S1,0.2256
DE,MWH20000-69999,I_TAX,2022-S2,2022,S2,0.246
DE,MWH20000-69999,I_TAX,2023-S1,2023,S1,0.2418
DE,MWH20000-69999,I_TAX,2023-S2,2023,S2,0.2263
DE,MWH20000-69999,I_TAX,2024-S1,2024,S1,0.2125
DE,MWH20000-69999,I_TAX,2024-S2,2024,S2,0.2156
DE,MWH20000-69999,I_TAX,2025-S1,2025,S1,0.2002
DE,MWH20000-69999,I_TAX,2025-S2,2025,S2,0.2014
DE,MWH20000-69999,X_TAX,2007-S1,2007,S1,0.0667
DE,MWH20000-69999,X_TAX,2007-S2,2007,S2,0.0724
DE,MWH20000-69999,X_TAX,2008-S1,2008,S1,0.0791
DE,MWH20000-69999,X_TAX,2008-S2,2008,S2,0.0798
DE,MWH20000-69999,X_TAX,2009-S1,2009,S1,0.0788
DE,MWH20000-69999,X_TAX,2009-S2,2009,S2,0.0754
DE,MWH20000-69999,X_TAX,2010-S1,2010,S1,0.07
DE,MWH20000-69999,X_TAX,2010-S2,2010,S2,0.0714
DE,MWH20000-69999,X_TAX,2011-S1,2011,S1,0.0707
DE,MWH20000-69999,X_TAX,2011-S2,2011,S2,0.0716
DE,MWH20000-69999,X_TAX,2012-S1,2012,S1,0.072
DE,MWH20000-69999,X_TAX,2012-S2,2012,S2,0.0711
DE,MWH20000-69999,X_TAX,2013-S1,2013,S1,0.0702
DE,MWH20000-69999,X_TAX,2013-S2,2013,S2,0.0695
DE,MWH20000-69999,X_TAX,2014-S1,2014,S1,0.0637
DE,MWH20000-69999,X_TAX,2014-S2,2014,S2,0.0627
DE,MWH20000-69999,X_TAX,2015-S1,2015,S1,0.0595
DE,MWH20000-69999,X_TAX,2015-S2,2015,S2,0.0639
DE,MWH20000-69999,X_TAX,2016-S1,2016,S1,0.0546
DE,MWH20000-69999,X_TAX,2016-S2,2016,S2,0.0528
DE,MWH20000-69999,X_TAX,2017-S1,2017,S1,0.0493
DE,MWH20000-69999,X_TAX,2017-S2,2017,S2,0.0459
DE,MWH20000-69999,X_TAX,2018-S1,2018,S1,0.0501
DE,MWH20000-69999,X_TAX,2018-S2,2018,S2,0.0516
DE,MWH20000-69999,X_TAX,2019-S1,2019,S1,0.0582
DE,MWH20000-69999,X_TAX,2019-S2,2019,S2,0.0513
DE,MWH20000-69999,X_TAX,2020-S1,2020,S1,0.0531
DE,MWH20000-69999,X_TAX,2020-S2,2020,S2,0.0602
DE,MWH20000-69999,X_TAX,2021-S1,2021,S1,0.0644
DE,MWH20000-69999,X_TAX,2021-S2,2021,S2,0.0786
DE,MWH20000-69999,X_TAX,2022-S1,2022,S1,0.1391
DE,MWH20000-69999,X_TAX,2022-S2,2022,S2,0.1744
DE,MWH20000-69999,X_TAX,2023-S1,2023,S1,0.1702
DE,MWH20000-69999,X_TAX,2023-S2,2023,S2,0.1573
DE,MWH20000-69999,X_TAX,2024-S1,2024,S1,0.1482
DE,MWH20000-69999,X_TAX,2024-S2,2024,S2,0.1509
DE,MWH20000-69999,X_TAX,2025-S1,2025,S1,0.1346
DE,MWH20000-69999,X_TAX,2025-S2,2025,S2,0.1363
DE,MWH20000-69999,X_VAT,2007-S1,2007,S1,0.0752
DE,MWH20000-69999,X_VAT,2007-S2,2007,S2,0.0832
DE,MWH20000-69999,X_VAT,2008-S1,2008,S1,0.09
DE,MWH20000-69999,X_VAT,2008-S2,2008,S2,0.0899
DE,MWH20000-69999,X_VAT,2009-S1,2009,S1,0.0942
DE,MWH20000-69999,X_VAT,2009-S2,2009,S2,0.0901
DE,MWH20000-69999,X_VAT,2010-S1,2010,S1,0.0878
DE,MWH20000-69999,X_VAT,2010-S2,2010,S2,0.0957
DE,MWH20000-69999,X_VAT,2011-S1,2011,S1,0.1002
DE,MWH20000-69999,X_VAT,2011-S2,2011,S2,0.1091
DE,MWH20000-69999,X_VAT,2012-S1,2012,S1,0.104
DE,MWH20000-69999,X_VAT,2012-S2,2012,S2,0.1049
DE,MWH20000-69999,X_VAT,2013-S1,2013,S1,0.1123
DE,MWH20000-69999,X_VAT,2013-S2,2013,S2,0.1118
DE,MWH20000-69999,X_VAT,2014-S1,2014,S1,0.1158
DE,MWH20000-69999,X_VAT,2014-S2,2014,S2,0.1117
DE,MWH20000-69999,X_VAT,2015-S1,2015,S1,0.1111
DE,MWH20000-69999,X_VAT,2015-S2,2015,S2,0.1124
DE,MWH20000-69999,X_VAT,2016-S1,2016,S1,0.1021
DE,MWH20000-69999,X_VAT,2016-S2,2016,S2,0.0965
DE,MWH20000-69999,X_VAT,2017-S1,2017,S1,0.0972
DE,MWH20000-69999,X_VAT,2017-S2,2017,S2,0.0887
DE,MWH20000-69999,X_VAT,2018-S1,2018,S1,0.086
DE,MWH20000-69999,X_VAT,2018-S2,2018,S2,0.0879
DE,MWH20000-69999,X_VAT,2019-S1,2019,S1,0.0904
DE,MWH20000-69999,X_VAT,2019-S2,2019,S2,0.1093
DE,MWH20000-69999,X_VAT,2020-S1,2020,S1,0.1206
DE,MWH20000-69999,X_VAT,2020-S2,2020,S2,0.1271
DE,MWH20000-69999,X_VAT,2021-S1,2021,S1,0.1267
DE,MWH20000-69999,X_VAT,2021-S2,2021,S2,0.1349
DE,MWH20000-69999,X_VAT,2022-S1,2022,S1,0.1768
DE,MWH20000-69999,X_VAT,2022-S2,2022,S2,0.1939
DE,MWH20000-69999,X_VAT,2023-S1,2023,S1,0.1905
DE,MWH20000-69999,X_VAT,2023-S2,2023,S2,0.1776
DE,MWH20000-69999,X_VAT,2024-S1,2024,S1,0.1685
DE,MWH20000-69999,X_VAT,2024-S2,2024,S2,0.1712
DE,MWH20000-69999,X_VAT,2025-S1,2025,S1,0.1584
DE,MWH20000-69999,X_VAT,2025-S2,2025,S2,0.1595
DE,MWH500-1999,I_TAX,2007-S1,2007,S1,0.131
DE,MWH500-1999,I_TAX,2007-S2,2007,S2,0.1353
DE,MWH500-1999,I_TAX,2008-S1,2008,S1,0.141
DE,MWH500-1999,I_TAX,2008-S2,2008,S2,0.1428
DE,MWH500-1999,I_TAX,2009-S1,2009,S1,0.1505
DE,MWH500-1999,I_TAX,2009-S2,2009,S2,0.1515
DE,MWH500-1999,I_TAX,2010-S1,2010,S1,0.1507
DE,MWH500-1999,I_TAX,2010-S2,2010,S2,0.1562
DE,MWH500-1999,I_TAX,2011-S1,2011,S1,0.1668
DE,MWH500-1999,I_TAX,2011-S2,2011,S2,0.1662
DE,MWH500-1999,I_TAX,2012-S1,2012,S1,0.1703
DE,MWH500-1999,I_TAX,2012-S2,2012,S2,0.1727
DE,MWH500-1999,I_TAX,2013-S1,2013,S1,0.1879
DE,MWH500-1999,I_TAX,2013-S2,2013,S2,0.1902
DE,MWH500-1999,I_TAX,2014-S1,2014,S1,0.2071
DE,MWH500-1999,I_TAX,2014-S2,2014,S2,0.1992
DE,MWH500-1999,I_TAX,2015-S1,2015,S1,0.1979
DE,MWH500-1999,I_TAX,2015-S2,2015,S2,0.196
DE,MWH500-1999,I_TAX,2016-S1,2016,S1,0.1974
DE,MWH500-1999,I_TAX,2016-S2,2016,S2,0.1958
DE,MWH500-1999,I_TAX,2017-S1,2017,S1,0.1991
DE,MWH500-1999,I_TAX,2017-S2,2017,S2,0.1985
DE,MWH500-1999,I_TAX,2018-S1,2018,S1,0.1967
DE,MWH500-1999,I_TAX,2018-S2,2018,S2,0.1987
DE,MWH500-1999,I_TAX,2019-S1,2019,S1,0.2036
DE,MWH500-1999,I_TAX,2019-S2,2019,S2,0.1989
DE,MWH500-1999,I_TAX,2020-S1,2020,S1,0.218
DE,MWH500-1999,I_TAX,2020-S2,2020,S2,0.2181
DE,MWH500-1999,I_TAX,2021-S1,2021,S1,0.2239
DE,MWH500-1999,I_TAX,2021-S2,2021,S2,0.2298
DE,MWH500-1999,I_TAX,2022-S1,2022,S1,0.2616
DE,MWH500-1999,I_TAX,2022-S2,2022,S2,0.2524
DE,MWH500-1999,I_TAX,2023-S1,2023,S1,0.2691
DE,MWH500-1999,I_TAX,2023-S2,2023,S2,0.2671
DE,MWH500-1999,I_TAX,2024-S1,2024,S1,0.2798
DE,MWH500-1999,I_TAX,2024-S2,2024,S2,0.2834
DE,MWH500-1999,I_TAX,2025-S1,2025,S1,0.2745
DE,MWH500-1999,I_TAX,2025-S2,2025,S2,0.2722
DE,MWH500-1999,X_TAX,2007-S1,2007,S1,0.0857
DE,MWH500-1999,X_TAX,2007-S2,2007,S2,0.0894
DE,MWH500-1999,X_TAX,2008-S1,2008,S1,0.0929
DE,MWH500-1999,X_TAX,2008-S2,2008,S2,0.0951
DE,MWH500-1999,X_TAX,2009-S1,2009,S1,0.0975
DE,MWH500-1999,X_TAX,2009-S2,2009,S2,0.0958
DE,MWH500-1999,X_TAX,2010-S1,2010,S1,0.0921
DE,MWH500-1999,X_TAX,2010-S2,2010,S2,0.0914
DE,MWH500-1999,X_TAX,2011-S1,2011,S1,0.09
DE,MWH500-1999,X_TAX,2011-S2,2011,S2,0.0899
DE,MWH500-1999,X_TAX,2012-S1,2012,S1,0.0895
DE,MWH500-1999,X_TAX,2012-S2,2012,S2,0.0878
DE,MWH500-1999,X_TAX,2013-S1,2013,S1,0.086
DE,MWH500-1999,X_TAX,2013-S2,2013,S2,0.0905
DE,MWH500-1999,X_TAX,2014-S1,2014,S1,0.0844
DE,MWH500-1999,X_TAX,2014-S2,2014,S2,0.0808
DE,MWH500-1999,X_TAX,2015-S1,2015,S1,0.0809
DE,MWH500-1999,X_TAX,2015-S2,2015,S2,0.0813
DE,MWH500-1999,X_TAX,2016-S1,2016,S1,0.0788
DE,MWH500-1999,X_TAX,2016-S2,2016,S2,0.0793
DE,MWH500-1999,X_TAX,2017-S1,2017,S1,0.0761
DE,MWH500-1999,X_TAX,2017-S2,2017,S2,0.0786
DE,MWH500-1999,X_TAX,2018-S1,2018,S1,0.0771
DE,MWH500-1999,X_TAX,2018-S2,2018,S2,0.078
DE,MWH500-1999,X_TAX,2019-S1,2019,S1,0.0855
DE,MWH500-1999,X_TAX,2019-S2,2019,S2,0.0718
DE,MWH500-1999,X_TAX,2020-S1,2020,S1,0.0849
